,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
2618,6.0,9.0,4,Laptop & Accessory,4,Married,2,0,7.0,179.7,No Churn
2619,9.0,10.0,4,Laptop & Accessory,1,Single,2,0,8.0,158.1,No Churn
2620,12.0,13.0,5,Mobile Phone,3,Married,3,0,5.0,162.02,No Churn
2621,0.0,29.0,3,Mobile,2,Married,2,0,2.0,128.86,No Churn
2622,0.0,6.0,3,Laptop & Accessory,4,Married,1,1,4.0,163.49,No Churn
2623,14.0,7.0,3,Mobile,1,Married,4,0,0.0,127.82,No Churn
2624,2.0,7.0,3,Mobile Phone,1,Married,2,0,2.0,137.6,No Churn
2626,4.0,11.0,3,Mobile Phone,2,Divorced,1,1,3.0,148.21,No Churn
2627,1.0,9.0,2,Laptop & Accessory,2,Divorced,3,0,4.0,179.72,No Churn
2628,5.0,14.0,4,Laptop & Accessory,4,Married,2,1,9.0,152.28,No Churn
2631,1.0,7.0,5,Mobile Phone,5,Single,8,0,8.0,148.62,Churn
2632,6.0,20.0,5,Mobile Phone,4,Married,3,0,3.0,159.0,No Churn
2633,0.0,7.0,5,Laptop & Accessory,4,Single,7,0,0.0,167.35,Churn
2634,17.0,6.0,1,Laptop & Accessory,5,Married,3,0,2.0,150.33,No Churn
2635,18.0,6.0,3,Fashion,4,Married,2,0,7.0,174.41,No Churn
2636,17.0,10.0,6,Others,2,Divorced,5,0,8.0,322.4,No Churn
2637,15.0,16.0,4,Others,3,Married,4,0,12.0,319.19,No Churn
2638,25.0,21.0,4,Laptop & Accessory,1,Married,6,0,8.0,174.36,No Churn
2639,13.0,27.0,4,Laptop & Accessory,1,Married,4,0,3.0,166.27,No Churn
2641,1.0,9.0,4,Mobile Phone,5,Married,3,1,1.0,145.74,Churn
2643,3.0,11.0,4,Mobile Phone,1,Married,10,0,3.0,137.61,No Churn
2644,11.0,8.0,3,Mobile,3,Divorced,7,1,1.0,130.57,No Churn
2645,1.0,9.0,5,Mobile Phone,1,Single,3,0,1.0,150.64,Churn
2646,0.0,10.0,3,Fashion,5,Single,1,1,7.0,195.82,Churn
2647,13.0,32.0,3,Laptop & Accessory,5,Married,2,0,5.0,183.96,No Churn
2649,2.0,23.0,4,Mobile Phone,3,Single,3,0,5.0,146.44,No Churn
2650,5.0,7.0,6,Laptop & Accessory,3,Divorced,2,0,5.0,168.45,No Churn
2651,24.0,17.0,4,Grocery,4,Single,4,0,3.0,231.42,No Churn
2653,16.0,16.0,4,Laptop & Accessory,3,Married,2,0,0.0,152.57,No Churn
2654,2.0,15.0,4,Mobile Phone,1,Single,1,0,2.0,139.83,No Churn
2655,1.0,32.0,2,Mobile Phone,1,Single,3,1,2.0,154.94,No Churn
2656,9.0,32.0,5,Laptop & Accessory,1,Single,6,0,3.0,161.81,No Churn
2660,8.0,7.0,4,Mobile Phone,2,Divorced,3,0,9.0,151.91,No Churn
2661,1.0,11.0,4,Mobile Phone,4,Single,3,0,3.0,157.95,No Churn
2662,3.0,31.0,4,Fashion,4,Single,3,1,0.0,190.94,Churn
2665,5.0,19.0,4,Mobile,4,Married,2,0,2.0,134.0,No Churn
2669,10.0,31.0,4,Laptop & Accessory,2,Married,8,0,3.0,157.31,No Churn
2670,20.0,12.0,4,Laptop & Accessory,4,Married,3,1,3.0,175.21,No Churn
2672,12.0,8.0,1,Fashion,3,Single,1,0,7.0,178.8,No Churn
2674,8.0,16.0,4,Laptop & Accessory,3,Married,3,0,4.0,182.14,No Churn
2676,10.0,10.0,4,Mobile Phone,4,Single,6,0,3.0,145.88,No Churn
2677,4.0,13.0,2,Laptop & Accessory,2,Divorced,5,0,7.0,169.29,No Churn
2678,1.0,12.0,5,Laptop & Accessory,3,Single,3,1,4.0,182.44,Churn
2679,0.0,16.0,3,Fashion,5,Married,2,0,7.0,187.93,No Churn
2680,10.0,12.0,4,Laptop & Accessory,4,Single,10,0,8.0,184.14,No Churn
2684,6.0,31.0,4,Laptop & Accessory,2,Divorced,3,0,8.0,178.09,No Churn
2686,30.0,7.0,1,Laptop & Accessory,3,Married,1,0,8.0,149.0,No Churn
2688,11.0,8.0,3,Laptop & Accessory,3,Divorced,10,0,0.0,165.53,No Churn
2689,1.0,17.0,4,Laptop & Accessory,1,Single,2,0,2.0,174.5,No Churn
2690,6.0,8.0,3,Mobile Phone,3,Married,2,0,4.0,136.0,No Churn
2691,7.0,7.0,3,Mobile,5,Married,6,0,3.0,129.96,No Churn
2692,15.0,9.0,1,Laptop & Accessory,1,Married,3,1,3.0,152.31,No Churn
2693,18.0,7.0,5,Laptop & Accessory,3,Single,6,0,3.0,184.85,No Churn
2695,14.0,16.0,4,Grocery,5,Married,5,0,7.0,271.81,No Churn
2696,7.0,16.0,3,Mobile,3,Single,2,1,2.0,129.36,Churn
2698,20.0,22.0,4,Others,4,Married,7,0,4.0,315.81,No Churn
2699,13.0,9.0,2,Fashion,3,Single,2,0,8.0,203.8,No Churn
2701,1.0,18.0,3,Laptop & Accessory,3,Divorced,10,0,3.0,172.07,Churn
2706,12.0,9.0,6,Laptop & Accessory,1,Married,4,1,4.0,179.05,No Churn
2708,4.0,18.0,3,Laptop & Accessory,1,Married,1,1,5.0,158.55,No Churn
2710,1.0,9.0,5,Mobile Phone,1,Single,2,0,2.0,164.04,No Churn
2711,7.0,12.0,4,Fashion,4,Divorced,8,0,9.0,243.78,No Churn
2714,1.0,9.0,5,Mobile Phone,2,Single,9,0,1.0,152.85,Churn
2715,8.0,13.0,5,Laptop & Accessory,4,Married,8,0,1.0,170.05,No Churn
2716,10.0,17.0,4,Fashion,4,Married,7,0,8.0,198.14,Churn
2717,26.0,127.0,4,Mobile Phone,1,Married,4,0,1.0,159.82,No Churn
2719,8.0,18.0,5,Laptop & Accessory,4,Divorced,6,0,9.0,169.9,No Churn
2722,8.0,24.0,3,Fashion,2,Single,3,0,2.0,193.62,No Churn
2724,21.0,8.0,4,Fashion,4,Married,2,0,13.0,244.57,No Churn
2725,3.0,27.0,4,Mobile Phone,2,Divorced,3,0,3.0,146.57,No Churn
2726,13.0,16.0,4,Laptop & Accessory,4,Married,8,0,3.0,168.52,No Churn
2728,2.0,21.0,4,Laptop & Accessory,3,Single,1,1,8.0,141.93,No Churn
2731,15.0,23.0,1,Laptop & Accessory,5,Single,4,1,2.0,165.45,No Churn
2732,0.0,35.0,5,Laptop & Accessory,5,Single,9,0,2.0,149.69,Churn
2734,16.0,9.0,4,Laptop & Accessory,2,Divorced,3,0,3.0,165.89,No Churn
2735,6.0,28.0,3,Laptop & Accessory,4,Married,1,0,7.0,161.46,No Churn
2736,21.0,8.0,3,Laptop & Accessory,2,Divorced,3,0,7.0,140.51,No Churn
2737,4.0,30.0,6,Mobile Phone,3,Married,3,0,10.0,151.13,No Churn
2738,13.0,9.0,5,Laptop & Accessory,3,Single,3,0,11.0,170.53,No Churn
2739,10.0,13.0,2,Laptop & Accessory,5,Married,5,1,3.0,180.62,No Churn
2740,12.0,9.0,4,Mobile Phone,1,Married,3,1,1.0,142.02,No Churn
2741,21.0,9.0,4,Others,4,Single,9,1,9.0,317.46,Churn
2743,17.0,16.0,4,Mobile Phone,3,Single,6,0,3.0,149.38,No Churn
2745,16.0,10.0,4,Fashion,2,Single,4,0,17.0,202.31,No Churn
2747,4.0,9.0,5,Mobile Phone,1,Single,2,0,3.0,152.2,No Churn
2748,0.0,21.0,5,Laptop & Accessory,1,Married,7,1,2.0,154.4,Churn
2749,23.0,15.0,5,Laptop & Accessory,4,Married,3,0,8.0,176.3,No Churn
2751,26.0,13.0,4,Laptop & Accessory,5,Married,5,1,10.0,180.77,No Churn
2752,12.0,8.0,4,Mobile Phone,4,Married,2,1,3.0,154.91,No Churn
2754,1.0,33.0,5,Laptop & Accessory,5,Married,1,0,0.0,0.0,No Churn
2755,12.0,14.0,2,Laptop & Accessory,5,Married,3,1,8.0,181.05,No Churn
2757,1.0,20.0,4,Mobile Phone,3,Divorced,3,0,7.0,145.96,No Churn
2759,17.0,9.0,3,Others,2,Divorced,5,1,1.0,295.13,No Churn
2761,20.0,12.0,4,Laptop & Accessory,1,Single,6,1,9.0,182.72,No Churn
2762,31.0,36.0,5,Grocery,1,Married,5,0,1.0,266.18,No Churn
2767,4.0,16.0,5,Mobile Phone,3,Single,3,0,9.0,147.06,No Churn
2768,12.0,14.0,5,Laptop & Accessory,1,Single,2,0,6.0,165.28,No Churn
2769,8.0,15.0,4,Laptop & Accessory,5,Married,5,0,1.0,176.21,No Churn
2770,12.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,141.27,No Churn
2771,5.0,14.0,5,Fashion,1,Married,11,0,2.0,240.57,No Churn
2772,7.0,14.0,4,Laptop & Accessory,5,Divorced,2,0,4.0,168.73,No Churn
2773,10.0,13.0,4,Laptop & Accessory,4,Married,8,0,2.0,174.41,No Churn
2774,2.0,26.0,3,Laptop & Accessory,2,Married,3,0,2.0,169.31,No Churn
2775,16.0,8.0,3,Laptop & Accessory,1,Married,2,1,8.0,178.47,No Churn
2776,28.0,8.0,4,Grocery,5,Single,8,0,2.0,267.56,No Churn
2777,22.0,16.0,3,Others,5,Single,10,1,2.0,286.65,No Churn
2779,0.0,8.0,3,Mobile,5,Married,1,0,2.0,130.41,Churn
2780,12.0,10.0,3,Laptop & Accessory,3,Single,1,0,8.0,150.42,No Churn
2781,27.0,8.0,4,Fashion,3,Married,7,0,0.0,206.86,No Churn
2782,1.0,12.0,5,Mobile Phone,3,Married,3,1,8.0,148.66,Churn
2783,0.0,34.0,3,Laptop & Accessory,4,Married,2,0,4.0,162.72,No Churn
2784,0.0,34.0,4,Laptop & Accessory,5,Single,4,0,3.0,142.84,Churn
2786,26.0,6.0,3,Laptop & Accessory,5,Single,8,0,10.0,183.81,No Churn
2789,8.0,8.0,3,Laptop & Accessory,5,Married,3,0,0.0,150.93,No Churn
2791,24.0,16.0,4,Mobile Phone,1,Married,6,0,1.0,148.8,No Churn
2792,2.0,22.0,4,Mobile Phone,3,Married,3,0,3.0,147.07,No Churn
2793,6.0,11.0,4,Mobile,1,Married,2,0,2.0,129.11,No Churn
2794,1.0,14.0,5,Mobile Phone,1,Married,3,0,2.0,153.89,No Churn
2796,10.0,12.0,4,Fashion,5,Married,6,0,3.0,205.08,No Churn
2799,0.0,13.0,3,Laptop & Accessory,3,Divorced,2,0,1.0,148.83,Churn
2800,0.0,30.0,5,Mobile Phone,1,Single,2,1,0.0,111.18,Churn
2802,9.0,18.0,4,Mobile Phone,3,Married,9,1,3.0,151.6,No Churn
2804,5.0,12.0,5,Mobile Phone,5,Married,8,0,1.0,146.07,Churn
2805,21.0,6.0,4,Grocery,5,Divorced,8,0,2.0,254.02,No Churn
2807,1.0,10.0,4,Laptop & Accessory,3,Married,2,0,3.0,174.99,No Churn
2809,26.0,11.0,4,Grocery,1,Married,4,0,5.0,290.55,No Churn
2810,1.0,17.0,5,Mobile Phone,4,Single,3,1,1.0,143.59,Churn
2812,1.0,9.0,4,Mobile Phone,5,Married,8,1,3.0,145.42,Churn
2813,10.0,16.0,3,Mobile,5,Divorced,7,0,3.0,134.52,No Churn
2814,16.0,9.0,5,Mobile Phone,4,Married,6,0,1.0,173.41,No Churn
2815,4.0,8.0,5,Mobile,2,Married,5,1,0.0,127.78,Churn
2816,8.0,24.0,3,Laptop & Accessory,5,Married,1,0,4.0,155.61,No Churn
2817,7.0,35.0,3,Fashion,4,Married,4,0,3.0,192.5,No Churn
2818,7.0,12.0,4,Laptop & Accessory,4,Married,7,0,0.0,145.05,No Churn
2819,24.0,24.0,5,Fashion,5,Married,7,0,12.0,257.69,No Churn
2820,5.0,30.0,3,Laptop & Accessory,1,Married,2,0,7.0,153.09,No Churn
2822,0.0,11.0,3,Others,3,Married,7,0,0.0,283.03,No Churn
2823,10.0,25.0,3,Mobile Phone,2,Divorced,6,0,1.0,161.88,No Churn
2824,1.0,23.0,2,Mobile Phone,1,Married,3,1,1.0,154.35,No Churn
2829,3.0,14.0,5,Mobile Phone,2,Married,8,0,4.0,150.32,No Churn
2831,3.0,7.0,4,Laptop & Accessory,3,Divorced,3,0,10.0,168.19,No Churn
2832,4.0,29.0,4,Fashion,5,Married,2,0,9.0,209.12,No Churn
2833,13.0,17.0,4,Grocery,5,Divorced,3,1,11.0,295.68,No Churn
2835,1.0,32.0,2,Mobile Phone,2,Single,3,1,2.0,154.94,No Churn
2836,2.0,8.0,4,Mobile Phone,3,Single,2,1,3.0,146.54,No Churn
2837,8.0,6.0,5,Mobile,1,Married,2,0,1.0,129.77,No Churn
2838,16.0,9.0,5,Laptop & Accessory,1,Single,5,0,1.0,192.81,No Churn
2841,28.0,32.0,1,Others,4,Married,5,1,4.0,296.36,No Churn
2842,24.0,9.0,3,Grocery,4,Single,4,0,0.0,237.34,No Churn
2844,7.0,14.0,4,Laptop & Accessory,4,Divorced,2,0,3.0,168.02,No Churn
2845,14.0,7.0,3,Laptop & Accessory,5,Married,1,0,7.0,141.03,No Churn
2847,4.0,12.0,5,Mobile Phone,2,Married,11,0,4.0,162.61,No Churn
2849,12.0,32.0,5,Fashion,4,Married,5,0,2.0,245.61,No Churn
2850,5.0,6.0,3,Fashion,1,Married,2,0,7.0,204.22,No Churn
2851,5.0,14.0,3,Laptop & Accessory,2,Divorced,6,0,8.0,194.29,No Churn
2852,25.0,8.0,4,Mobile,1,Single,8,0,2.0,132.12,No Churn
2853,4.0,14.0,4,Mobile Phone,3,Married,3,0,1.0,137.74,No Churn
2854,5.0,9.0,4,Laptop & Accessory,5,Single,9,0,4.0,178.32,No Churn
2857,0.0,16.0,3,Mobile Phone,3,Single,2,1,1.0,110.09,Churn
2858,19.0,9.0,5,Grocery,1,Married,11,0,9.0,292.92,No Churn
2860,27.0,9.0,3,Grocery,2,Divorced,4,0,9.0,277.79,No Churn
2861,14.0,15.0,3,Others,3,Married,3,0,11.0,294.19,No Churn
2862,3.0,7.0,2,Laptop & Accessory,3,Single,10,1,3.0,187.94,No Churn
2863,13.0,9.0,5,Laptop & Accessory,2,Divorced,10,0,5.0,177.04,No Churn
2865,18.0,13.0,1,Laptop & Accessory,3,Married,5,0,2.0,164.34,No Churn
2867,29.0,27.0,4,Laptop & Accessory,2,Divorced,5,1,9.0,179.15,No Churn
2868,1.0,7.0,5,Laptop & Accessory,1,Married,1,0,5.0,166.74,No Churn
2869,10.0,14.0,4,Mobile Phone,1,Single,4,0,2.0,171.78,No Churn
2872,1.0,12.0,5,Fashion,2,Married,3,1,9.0,253.08,No Churn
2873,13.0,6.0,4,Grocery,4,Married,2,0,11.0,235.03,No Churn
2874,7.0,32.0,4,Laptop & Accessory,3,Married,3,0,2.0,170.39,No Churn
2875,3.0,30.0,4,Mobile Phone,1,Single,11,0,3.0,147.01,No Churn
2876,9.0,6.0,4,Laptop & Accessory,3,Married,1,0,2.0,143.74,No Churn
2877,25.0,28.0,4,Laptop & Accessory,1,Single,2,1,1.0,179.41,No Churn
2878,13.0,28.0,5,Laptop & Accessory,1,Married,5,1,5.0,186.2,No Churn
2879,6.0,20.0,3,Mobile,4,Divorced,2,0,6.0,127.56,No Churn
2881,8.0,8.0,4,Mobile Phone,5,Married,7,0,4.0,154.96,No Churn
2882,22.0,7.0,2,Grocery,2,Single,4,0,2.0,293.85,No Churn
2883,11.0,16.0,4,Mobile Phone,1,Married,3,1,3.0,148.26,No Churn
2884,3.0,8.0,2,Laptop & Accessory,3,Single,10,1,3.0,187.94,No Churn
2885,19.0,35.0,4,Mobile Phone,1,Married,6,0,4.0,146.32,No Churn
2886,15.0,14.0,3,Mobile Phone,3,Single,5,0,0.0,139.68,No Churn
2888,23.0,25.0,4,Laptop & Accessory,1,Married,3,1,8.0,193.04,No Churn
2889,8.0,9.0,4,Laptop & Accessory,2,Single,3,0,5.0,187.74,No Churn
2893,12.0,9.0,2,Laptop & Accessory,5,Single,8,1,13.0,184.8,No Churn
2895,2.0,16.0,4,Mobile Phone,1,Married,3,0,5.0,145.7,No Churn
2898,1.0,29.0,5,Mobile Phone,4,Married,3,0,1.0,153.63,Churn
2902,7.0,7.0,2,Laptop & Accessory,5,Married,4,0,4.0,178.76,No Churn
2904,2.0,15.0,4,Mobile Phone,2,Single,1,0,2.0,139.83,No Churn
2907,3.0,22.0,5,Laptop & Accessory,3,Single,2,1,9.0,166.93,No Churn
2910,15.0,15.0,4,Others,1,Single,9,0,1.0,296.13,No Churn
2911,24.0,7.0,5,Mobile Phone,3,Married,4,0,3.0,161.9,No Churn
2912,12.0,9.0,5,Fashion,3,Married,5,1,3.0,202.56,No Churn
2914,8.0,10.0,5,Laptop & Accessory,1,Married,5,1,2.0,206.03,No Churn
2915,11.0,16.0,5,Laptop & Accessory,4,Married,3,0,4.0,166.89,No Churn
2918,7.0,7.0,5,Laptop & Accessory,2,Single,2,0,5.0,194.49,No Churn
2920,7.0,30.0,3,Mobile,3,Married,4,1,0.0,131.61,Churn
2921,10.0,16.0,1,Fashion,1,Married,2,1,8.0,237.44,No Churn
2922,0.0,16.0,5,Mobile,1,Married,8,0,3.0,134.08,Churn
2924,4.0,8.0,4,Laptop & Accessory,5,Married,4,0,0.0,164.1,No Churn
2925,1.0,31.0,6,Mobile Phone,2,Single,3,1,1.0,148.4,Churn
2926,1.0,16.0,4,Mobile Phone,5,Married,3,0,1.0,142.9,Churn
2927,0.0,15.0,5,Mobile,4,Single,2,0,2.0,127.6,Churn
2928,25.0,25.0,3,Mobile Phone,2,Divorced,1,0,2.0,142.58,No Churn
2930,29.0,11.0,4,Laptop & Accessory,3,Married,2,1,3.0,165.35,No Churn
2932,10.0,25.0,3,Laptop & Accessory,3,Married,4,0,2.0,157.68,No Churn
2933,16.0,9.0,4,Others,3,Married,7,0,15.0,313.8,No Churn
2934,1.0,7.0,5,Mobile Phone,4,Single,3,1,3.0,146.74,Churn
2936,13.0,8.0,4,Mobile,3,Single,3,0,2.0,128.09,No Churn
2937,1.0,10.0,4,Laptop & Accessory,3,Single,11,0,1.0,170.77,Churn
2938,0.0,19.0,4,Laptop & Accessory,5,Married,6,1,2.0,161.34,Churn
2939,3.0,28.0,4,Laptop & Accessory,3,Divorced,3,1,0.0,163.8,Churn
2940,3.0,16.0,5,Mobile Phone,1,Single,2,0,3.0,164.83,No Churn
2942,1.0,24.0,4,Mobile Phone,4,Married,3,0,1.0,147.1,Churn
2944,3.0,22.0,6,Mobile Phone,2,Divorced,2,1,4.0,146.68,No Churn
2946,0.0,16.0,3,Grocery,5,Married,2,1,10.0,270.68,No Churn
2947,14.0,28.0,3,Laptop & Accessory,1,Married,4,1,3.0,154.67,No Churn
2948,19.0,17.0,4,Mobile Phone,1,Married,5,0,3.0,151.54,No Churn
2949,8.0,17.0,3,Mobile,3,Married,8,1,2.0,126.6,No Churn
2950,20.0,11.0,3,Others,3,Married,5,0,1.0,283.0,No Churn
2951,0.0,20.0,3,Fashion,1,Single,1,1,7.0,175.53,Churn
2954,23.0,13.0,4,Others,3,Married,6,1,8.0,287.4,No Churn
2956,12.0,7.0,4,Fashion,3,Single,6,1,1.0,203.61,No Churn
2957,0.0,12.0,3,Mobile,3,Divorced,1,0,2.0,127.73,No Churn
2958,9.0,16.0,5,Laptop & Accessory,4,Single,11,0,1.0,190.4,No Churn
2964,29.0,29.0,3,Grocery,4,Married,5,1,9.0,234.02,No Churn
2966,27.0,5.0,3,Laptop & Accessory,3,Single,8,0,0.0,137.8,No Churn
2969,0.0,22.0,1,Mobile,5,Single,2,0,14.0,127.43,Churn
2970,1.0,24.0,5,Mobile Phone,4,Married,3,0,1.0,146.27,No Churn
2971,8.0,30.0,4,Laptop & Accessory,3,Single,2,0,8.0,170.68,No Churn
2972,8.0,15.0,4,Fashion,3,Divorced,2,1,15.0,206.85,No Churn
2973,18.0,26.0,3,Grocery,1,Married,1,1,10.0,234.96,No Churn
2974,0.0,6.0,3,Laptop & Accessory,4,Married,2,0,4.0,163.97,No Churn
2976,23.0,25.0,5,Others,3,Married,3,1,10.0,320.02,No Churn
2977,6.0,7.0,5,Mobile Phone,4,Divorced,8,0,3.0,148.32,No Churn
2978,13.0,25.0,3,Laptop & Accessory,2,Divorced,9,1,7.0,127.41,No Churn
2980,23.0,15.0,4,Fashion,4,Married,6,0,8.0,199.03,No Churn
2981,27.0,20.0,3,Laptop & Accessory,5,Married,3,0,4.0,169.5,No Churn
2982,19.0,14.0,2,Laptop & Accessory,3,Married,6,0,3.0,189.34,No Churn
2983,1.0,16.0,5,Mobile Phone,5,Single,2,1,3.0,148.21,Churn
2984,23.0,8.0,4,Grocery,3,Single,6,0,1.0,278.79,No Churn
2985,0.0,8.0,3,Mobile Phone,1,Divorced,7,1,2.0,137.22,Churn
2986,2.0,17.0,4,Laptop & Accessory,3,Single,5,0,8.0,161.6,No Churn
2987,7.0,8.0,3,Laptop & Accessory,3,Single,3,0,2.0,140.33,No Churn
2989,4.0,19.0,4,Laptop & Accessory,3,Single,2,0,5.0,190.77,No Churn
2990,15.0,8.0,3,Laptop & Accessory,2,Divorced,2,0,2.0,140.89,No Churn
2991,17.0,9.0,3,Others,1,Married,5,1,1.0,295.13,No Churn
2992,9.0,16.0,3,Fashion,5,Married,8,1,7.0,183.21,No Churn
2993,2.0,27.0,1,Fashion,5,Married,2,0,8.0,199.8,No Churn
2994,1.0,16.0,4,Mobile Phone,3,Married,3,0,3.0,152.42,Churn
2995,29.0,33.0,5,Others,1,Married,3,0,14.0,320.86,No Churn
2996,19.0,9.0,4,Laptop & Accessory,4,Divorced,2,0,8.0,173.05,No Churn
2997,12.0,9.0,4,Laptop & Accessory,5,Married,5,0,8.0,193.93,No Churn
3001,1.0,26.0,5,Mobile Phone,5,Married,3,0,8.0,165.66,No Churn
3002,13.0,15.0,4,Laptop & Accessory,2,Divorced,10,0,2.0,148.76,No Churn
3003,1.0,35.0,3,Laptop & Accessory,5,Divorced,8,1,0.0,166.73,Churn
3005,12.0,14.0,3,Mobile Phone,3,Divorced,2,0,7.0,137.55,No Churn
3006,27.0,8.0,3,Fashion,3,Married,10,0,3.0,235.49,No Churn
3010,9.0,15.0,3,Fashion,1,Married,5,0,3.0,200.96,Churn
3014,0.0,14.0,3,Mobile,1,Single,2,0,4.0,134.45,No Churn
3016,23.0,7.0,4,Mobile Phone,5,Divorced,4,0,3.0,160.8,No Churn
3017,0.0,6.0,4,Mobile Phone,5,Divorced,2,0,3.0,139.55,No Churn
3019,7.0,8.0,3,Laptop & Accessory,2,Single,2,0,11.0,166.87,No Churn
3020,9.0,11.0,4,Mobile,5,Married,10,1,0.0,134.19,No Churn
3021,8.0,22.0,4,Fashion,1,Married,3,0,6.0,204.78,Churn
3022,6.0,15.0,2,Laptop & Accessory,3,Married,7,0,4.0,176.75,No Churn
3023,7.0,15.0,3,Fashion,2,Married,1,0,6.0,185.0,No Churn
3025,9.0,12.0,3,Mobile,1,Married,1,0,11.0,132.1,No Churn
3028,1.0,10.0,4,Laptop & Accessory,3,Divorced,2,1,3.0,166.71,Churn
3029,3.0,11.0,4,Laptop & Accessory,3,Married,2,0,2.0,161.18,No Churn
3030,12.0,18.0,3,Laptop & Accessory,4,Married,5,0,0.0,152.95,No Churn
3032,1.0,11.0,5,Laptop & Accessory,2,Single,3,1,4.0,169.87,No Churn
3033,23.0,14.0,5,Fashion,3,Single,10,0,1.0,234.65,No Churn
3034,9.0,25.0,4,Laptop & Accessory,3,Married,3,1,3.0,181.89,No Churn
3036,1.0,17.0,5,Mobile Phone,5,Single,3,0,1.0,139.16,Churn
3040,15.0,35.0,5,Laptop & Accessory,2,Single,5,0,0.0,142.72,No Churn
3041,8.0,6.0,3,Fashion,3,Single,2,0,8.0,187.89,No Churn
3042,10.0,23.0,5,Laptop & Accessory,5,Married,6,0,3.0,181.47,No Churn
3043,10.0,27.0,3,Mobile,2,Divorced,6,0,0.0,129.73,No Churn
3044,3.0,10.0,4,Laptop & Accessory,3,Divorced,6,1,1.0,177.38,Churn
3048,30.0,6.0,4,Laptop & Accessory,3,Single,8,0,3.0,154.73,No Churn
3050,8.0,22.0,4,Grocery,5,Married,9,0,10.0,295.07,No Churn
3051,1.0,9.0,2,Mobile Phone,5,Single,9,0,2.0,159.24,No Churn
3052,1.0,10.0,4,Mobile Phone,1,Married,3,0,1.0,142.06,No Churn
3054,19.0,11.0,4,Laptop & Accessory,4,Married,3,0,9.0,169.47,No Churn
3059,21.0,8.0,2,Laptop & Accessory,4,Divorced,4,0,2.0,181.2,No Churn
3060,17.0,34.0,1,Grocery,2,Divorced,4,1,11.0,233.2,No Churn
3061,2.0,7.0,4,Mobile Phone,5,Married,3,0,3.0,160.91,No Churn
3062,2.0,8.0,3,Mobile,4,Divorced,1,0,2.0,131.8,No Churn
3063,3.0,6.0,3,Mobile Phone,4,Divorced,1,1,7.0,135.79,No Churn
3064,9.0,17.0,4,Mobile Phone,2,Married,3,0,3.0,164.17,No Churn
3066,30.0,16.0,3,Grocery,3,Single,1,0,8.0,238.72000000000003,No Churn
3067,1.0,7.0,5,Mobile Phone,3,Married,3,1,1.0,154.33,No Churn
3068,19.0,6.0,3,Others,2,Married,10,0,2.0,296.27,No Churn
3071,2.0,9.0,4,Laptop & Accessory,4,Married,6,0,5.0,173.55,Churn
3075,14.0,29.0,3,Fashion,3,Single,4,1,2.0,170.82,No Churn
3076,1.0,8.0,4,Mobile Phone,4,Single,3,1,3.0,148.02,Churn
3077,1.0,7.0,4,Mobile Phone,2,Divorced,4,1,1.0,147.93,Churn
3078,2.0,9.0,5,Mobile Phone,4,Married,2,0,5.0,157.01,No Churn
3079,3.0,12.0,4,Laptop & Accessory,1,Married,1,0,7.0,146.27,No Churn
3080,12.0,16.0,4,Mobile Phone,1,Married,4,0,4.0,172.71,No Churn
3082,11.0,26.0,4,Mobile Phone,4,Married,6,0,1.0,155.22,No Churn
3084,30.0,6.0,5,Laptop & Accessory,3,Married,3,1,2.0,156.6,No Churn
3085,6.0,15.0,2,Laptop & Accessory,3,Divorced,7,0,4.0,176.75,No Churn
3086,1.0,9.0,4,Mobile Phone,4,Married,3,0,3.0,147.26,No Churn
3088,14.0,11.0,1,Laptop & Accessory,4,Single,4,0,2.0,168.7,No Churn
3090,2.0,36.0,6,Laptop & Accessory,4,Married,3,0,8.0,190.49,No Churn
3091,4.0,10.0,3,Laptop & Accessory,4,Single,2,0,7.0,193.55,Churn
3092,3.0,9.0,4,Grocery,1,Married,9,0,6.0,246.69,Churn
3094,11.0,23.0,4,Fashion,3,Married,1,0,9.0,188.23,No Churn
3095,11.0,7.0,3,Laptop & Accessory,1,Married,8,0,9.0,147.35,No Churn
3096,10.0,16.0,2,Mobile Phone,2,Single,4,0,0.0,146.8,No Churn
3097,11.0,6.0,3,Laptop & Accessory,4,Married,1,0,8.0,144.4,No Churn
3099,1.0,34.0,4,Laptop & Accessory,1,Single,3,1,8.0,183.13,Churn
3100,14.0,33.0,4,Laptop & Accessory,5,Divorced,3,0,6.0,208.96,No Churn
3102,26.0,10.0,5,Fashion,3,Divorced,4,1,5.0,204.69,No Churn
3103,28.0,16.0,4,Laptop & Accessory,3,Married,5,0,4.0,153.97,No Churn
3105,1.0,20.0,4,Laptop & Accessory,4,Single,7,0,1.0,182.65,Churn
3106,1.0,7.0,5,Mobile Phone,4,Single,3,1,3.0,145.7,No Churn
3107,5.0,13.0,3,Laptop & Accessory,2,Divorced,5,0,3.0,192.04,No Churn
3108,1.0,31.0,5,Laptop & Accessory,4,Single,2,1,11.0,170.99,Churn
3109,18.0,10.0,3,Laptop & Accessory,4,Divorced,2,0,8.0,144.47,No Churn
3111,1.0,11.0,4,Mobile Phone,1,Single,11,1,1.0,147.85,Churn
